id	review	Food	Interior	Price	Whole	Service
7737	добрый день недавно праздновать свадьба банкетный зал ресторан очень понравиться зал уютный довольно украшать взгляд никакой традиционный воздушный шар требоваться крайний мера замечательно персонал невероятно доброжелательный отзывчивый особенно понравиться конец вечер официант самостоятельно собирать оставаться еда алкоголь одноразовый контейнер оставаться лишь весь это увезти домой сервировка стол отлично блюдо внешне очень красивый радовать глаз плюс очень разнообразно приятный т очень интересно сидеть стол салат овощ вкус еда врать т ничто особо сказать мочь день волнительный как-то сильно задумываться вкус =) итог ресторан идеальный сочетание цена качество бывать банкет большой деньги подавать отвратительный еда приемлемый цена сказать довольно низкий сравнивать уровень цена город предлагать хороший выбор блюдо отличный обслуживание немаловажный факт ресторан находиться самый центр весь желающий проводить банкет идеальный место банкетный зал ресторан " кабинет портрет "	neutral	positive	positive	positive	positive
18220	серьезно относиться данный заведение смотря часто бывать ... ... рано заходить туда выпивать ))), перекусить по-быстрому давно решать полноценный поужинать сказать впечатление оставаться положительный курьез .... менее оставаться довольный встречать душевно нарекание столик проводить минус оставлять право выбор ))) ) дело вечер поэтому зажигать свеча убавлять свет ..... господь дама сказать становиться настолько уютно подумать это заведение дневной свет выглядеть кафе короче приглушенный свет спокойный музыка милый заботливый персонал сделать дело заставлять расслабляться )))) кухня говорить весь достойно " капрез ", медальон ," цезарь ", фирменный ролл особый восторг производить нарекание это плохо зато атмосфера повторяться производить неизгладимый впечатление рекомендовать особенно день зайти вечер поверять попадать абсолютно заведение отдельный спасибо ирина внимательный вежливый обслуживание решать вернуться спасибо	positive	positive	absence	positive	positive
36359	н начинать далекий )) год назад заходить " даль " оставаться неоднозначный впечатление понравиться кухня никакой какой-то странный персонал непонятный форма обслуживание единственный зацеплять дизайн кафе очень красивый буквально день решать рискнуть зайти отдыхать кафе узнавать оставлять дизайн весь остальной поменяться заказывать салат жалко съедать настолько красивый украшать )) говорить очень вкусно очень понравиться ненавязчивый качественный обслуживание спасибо большой уютный атмосфера хотеться уходить настолько тепло радушно	positive	positive	absence	positive	positive
18253	разный ресторан мама рома кухня радовать обслуживание очень хороший блюдо готовиться долго долго нести хотя народ весь немного казаться ... вообще складываться ощущение забывать плохой наличие постоянно что-то меню назло именно хотеться попробовать выбор десерт оказываться вообще маленький паста вкусный рекомендовать пицца фонтан обычный ничто особенный стоить деньги брать	both	absence	negative	both	negative
13823	зайти " аппетит " случайно смотря будний день вторник сентябрь достаточно народ решать оставаться встречать менеджер темноволосый стройный девушка проводить стол давать меню ... спустя минута приходить официантка принимать заказ удаляться ... посмотреть вокруг подумать ждать приходиться долго ресторан полный однако ошибаться ожидание недолгий вполне приемлимый любой заведение приятный беседа замечать проходить время ... бизнес ланч удивление оказываться очень вкусный сытный вполне соответствовать цена общий очень хороший место разнообразный вкусный меню приемлемый цена высокий качество обслуживание очень понравиться спасибо заведение обязательно прийти выходной	positive	absence	positive	positive	positive
1105	любимый ресторан самый открытие посещать рано жить рядом открытие подарить дисконтный карта подарок это становиться мотивация частый посещение очень вкусный борщ копченость ролл гриль обалденный филадельфия молодой человек скептически относиться отзыв пока приводить туда поесть рибай сделать вывод хороший некоторый стейк хаус любимый салат цезарь креветка хороший порция большой красивый тарелка хороший обслуживание обслуживание отдельно официант работать самый открытие это неплохой показатель качество шеф-повар самый открытие бизнес ланч вкусный десерт ничто сказать мочь пробовать интерьер достаточно спокойный бежевый коричневый тон дешевый сказать это кафе " черт кулички " заведение разочарование весь время врать это реклама заведение пиар иметь никакой отношение заведение просто давно хотеться сказать спасибо хотеться располагаться близко центр самый центр жить центр пожелание оставаться уровень	positive	positive	absence	positive	positive
37036	отмечать ресторан день рождение суббота вечер хотеть выражать большой благодарность прежде руководство ресторан обслуживающий персонал повар готовить посетитель заведение столь вкусный блюдо понравиться абсолютно весь впечатлять интерьер уютно красиво стол шикарный хотеть отмечать ресторан уровень цена высокий хотеться снова окунаться незабываемый атмосфера присущий данный заведение	positive	positive	positive	positive	positive
32856	сегодня весь семья посещать ресторан марчеллис впервые оставаться довольный кухня обслуживание превосходить ожидание везде встречать приходить гость друг )))) приходить покушать около час народ полный зал стол заказывать поэтому приходиться садиться очень близко дверь маленький ребенок переживать ребенок продувать девушка администратор входить положение моментально решать вопрос пара минута располагаться центр зал мягкий диван принимать заказ обстановка ресторан вообще очень приятный домашний грязный тарелка исчезать стол незаметно весь персонал приятный улыбчивый ребята кухня очень понравиться палтус шпинат нежный палтус нигде встречать впечатлить салат запеченый овощ )) основной порадовать уходить довольный сытый становиться заказывать десерт т ужин получаться довольно сытный приятно удивляться угощать вкусняшка маленький рюмочка , ( по-моему панакот частый гость заведение весь семейный праздник отмечать марчеллис ребята держать спасибо большой P S мочь отмечать трепетный отношение ребенок ресторан малыш настолько понравиться еле уводить домой ))))	positive	positive	absence	positive	positive
32367	добрый день ходить девушка 22.12 очень понравиться вообще любить китайский кухня постоянно таскать всякий китайский ресторанчик очень разделять восторг счет китайский деликатес некоторые блюдо вообще знать готовить )) совет начальник приглашать дача Оч милый проводить время вкусный еда красиво оформлять зал сразу зайти подходить официант очень любить сидеть подолгу ждать обращать внимание наоборот очень быстро вежливо заказ приходиться оч долго ждать общий вечер проходить отлично следующий обязательно приводить девушка	positive	positive	absence	positive	positive
6155	отличный заведение посещать место самый открытие работать прекрасный ребята внимательный гостеприимный именно чувствовать рад жить недалеко бывать молодой человек друг родственник забегать просто поужинать меню пробовать самый хороший мисо суп город !!! большой порция очень вкусно !!! суша свежий рыба ролл очень аккуратно сделать салат свежий порция маленький горячий очень любить утиный грудка гриль фрукт стейк тунец !!!! стейль лосось шпинат любимый блюдо подруга медальон телятина овощ объедение нужно ходить дорогой ресторан вкусно поесть рекомендовать это место дешевый качественно !!! продолжать посещать это место !!! спасибо персонал работа !!!	positive	absence	positive	positive	positive
37975	праздновать свадьба ресторан август г небольшой банкет человек качество гость родитель ресторан понравиться сразу первый туда приезжать красивый интерьер спокойный атмосфера приятный ненавязчивый музыка обходительный вежливый персонал несмотря небольшой число гость разрешать приносить напиток пробковый сбор сладость фрукт банкетный меню выбор помогать определяться выбор столик блюдо меню очень очень вкусно большой половина забирать домой весь это упаковывать ланч бокс приносить музыка вообщий сделать наиболее комфортно проводить вечер большой спасибо администратор сергей обслуживать банкет подавать время откликаться весь просьба также спасибо весь персонал ресторан желать успех процветание клиент !!! уверять посещать это замечательный заведение	positive	positive	positive	positive	positive
36205	недавний по-весеннему холодный вечер захотеться тепло уют ... приглашать девушка амарена романтический ужин ресторан ранее часто проезжать мимо давно хотеть посещать вечер начинать радовать быстро добираться ресторан достаточно удобно располагать приятно встречать проводить столик вручать меню положено искренний улыбка кажется это администратор вскоре появляться менее дружелюбный официант поинтересоваться готовый сделать заказ ожидание еда осматриваться заведение очень приятный интерьероом теплый тон светлый мебель очень комфортно уютно отмечать зал прекрасно подходить празднование какой-то масштабный событие приносить блюдо очень понравиться !!! повар отдельный спасибо !!!) лосось просто таять рот салат цезарь вообще вне всякий похвала спутница отказывать десерт название запоминать выглядеть это нечто красочно очень красивый подача целое очень проводить вечер девушка понравиться !!! р S приезжать	positive	positive	absence	positive	positive
32840	писать отзыв просто обязанный искать друг хороший местечко север уютно сильно шумно популярный кафе бар ресторан общий приличный паб хороший выпивка закуска это место именно хороший правда факт удаваться посидеть заведение считать везение увидеть свободный столик угол просто везти свободный поэтому поход сюда бронировать пиво пробовать поэтому ничто сказать пробовать коктейль прекрасный чувствоваться сделать хороший напиток положено отдельный спасибо официантка просто угадывать желание советовать хотеться обслуживание балл еда вкусный стоить отмечать прекрасный уютный стильный интерьер безупречно подобранный музыкальный фон это важно ощущение дома спасибо , " радио " отличный вечер	positive	positive	absence	positive	positive
8012	помнить мультик мышонок повар жить париж , " рататуя " ?=) ресторанный критик приходить заведение мышонок работать мышонок долго думать приготавливать самый обычный рататуя блюдо домашний французский кухня род прованс критик попробовать рататуя глаз возникать картина воспоминание беззаботный детство бабушка деревня испытывать абсолютно ощущение !!! начинать безумно понравиться интерьер сделать вкус качественно лишний помпезность крайне приятно находиться встречать усадить столик приносить меню кстати меню очень большой долго сидеть мочь выбирать попробовать итог выбирать особукко баклажан домашний красный вино очень приятно получать комплимент шеф-повар вид салат =) мясо превосходный просто потрясающий честный слово кстати порция весьма внушительный крайний мера муж двое съедать баклажан нежный отлично запекать вкусный домашний вино обслуживание внимательный навязчивый рад действительно настоящий ресторан итальянский кухня рядом дом =)) обязательно прийти это любимый место	positive	positive	absence	positive	positive
23858	решать отмечать заведение др компания друг это пара заходить посещение оставаться приятный впечатление приветливый персонал хороший выбор пиво быстрый выполнение заказ порадовать наличие пиво приемлемый цена неплохой вкус столик заказывать заранее понедельник однако пятница приходить непосредственно отмечать решать заказывать пиво сказать наличие оставаться сорт причем местный пиво расстраиваться отменять приглашать становиться помаленьку подходить ... полчаса приносить заказывать пиво следующий официантка удаваться подзывать бокал минута пустой ... решать заказывать пиво ждать несколько минута официатка приносить бокал сказать пиво !!! оставаться это заведение хотеться слава бог город место пиво кончаться час обслуживать персонал забывать столик долгий время вечер удаваться спасать глобус оставаться тяжелый неприятный осадок ...	absence	absence	absence	negative	negative
10625	субботний вечер зайти компания кафе Dolce Italy попить кофе пирожное пятнадцать девять кафе оказываться закрываться ровно девять вечер любезно предлагать размещаться ресторан пирожное пообещать приносить туда происходить знакомство ресторан Italy народ полный зал смочь находить столик курящий это сильно помешать вентиляция справляться заказывать понравиться интерьер спокойный сделать вкус особый изыск взгляд подходить компания приходить вдвоем касаться сервис официантка начало забывать приходиться окримнуть сделать заказ остальное вежливо предупредительный салат цезарь нужный соус анчоус вначале повар сказать мочь предлагать лишь майонез соус готовиться утро одинаковый минута десять прибегать снова обещать сделать хороший вид .. общий зайти место снова обязательно попробовать итальянский блюдо давно хотеть жена находить хороший итальянский ресторан Italy оказываться именно :)	absence	positive	absence	positive	both
25861	2ом этаж красивый интерьер сидеть окно столик диванчик намного удобный 1ом этаж порция небольшой паста оч вкусный ))) обслуживание понравиться готовить приносить ?? заказ очень долго учитывать оба ресторан полупустой ... это мочь называть моджо приятный место посидеть вечер друг	both	positive	absence	both	negative
4106	сегодня ресторан !! мало сказать обслуживать долго !!! хостес ресторан встречать никто спешивать подождать мина ждать пока кто-нибудь подходить принимать заказ приходиться минута заказывать купон блюдо где-то .. второй блюдо получать вместо проводить хороший вечер компания проводить вечер ожидание отрицательный эмоция !!!!!! единственный понравиться это музыка интерьер идти ресторан захотеться претензия скоро обслуживание администрация большой ресторан мочь обеспечивать нормальный количество официант видимо повар !!!!	absence	positive	absence	negative	negative
27816	понравиться абсолютно весь !!! очень хороший ресторан прекрасный банкетный меню хороший кухня очень демократичный цена вкусный шашлык хороший ассортимент блюдо отмечать друг семья новый год очень весело атмосфера позитивный домашний уютный обстановка приветливый персонал интересный развлекательный программа живой музыка высокий уровень спасибо большой !!! отмечать новый год заходить часто 18ого январь думать скучно ошибаться новый год высокий уровень музыкант давать скучать хороший кальян приемлемый цена ставить рекомендовать отдых друг семья	positive	positive	positive	positive	positive
18518	ресторан обслуживание очень довольный скатерть менять каждый посетитель очень чисто официант очень подготовить мочь рассказывать готовиться подаваться порция достаточно большой вкусно единственный минус праздник выходной очень посетитель хотя это говорить ресторан хороший ... поэтому готовить очень долго закуска салат приносить быстро горячо нужно ждать ожидание приносить комплимент мороженое ребенок кстати мороженое готовить очень вкусно	positive	absence	absence	both	both
36017	небольшой уютный ресторан вход встречать элегантный мужчина принимать верхний одежда проводить зал поздно рассматривать фотография стена увидеть данный мужчина понимать это хозяин встречать гость хозяин это значить питер встречать внутри ресторан достаточно уютный столик маленький четвером столик тесновато особенно набирать блюдо меню ресторан достаточно утонченный блистать салат второй блюдо т д сказать оно скромный время кухня немой превосходный блюдо изысканный очень вкусный впервые попробовать мраморный говядина видеть ресторан все-таки решать попробовать блюдо нежный таять рот порция небольшой маленький самый съедать заказывать ресторан очень уютный чувствовать дома обслуживание хороший кухня вкусный сказать сразу ресторан дешевый примерный счет руб человек хотя смотреть цена ресторан смело рекомендовать посещение данный ресторан включать белый список иметь примета	positive	both	negative	positive	positive
33838	давно хотя близко взгляд явно происходить изменение хороший вход вежливо встречать предлагать зал курящий курящий садиться выбирать столик меню сразу стол выбирать выбирать официант чайничек зеленый чай жасмин заставлять ждать становиться быстро готовить заказывать рис угорь ролл радужный доедать первый блюдо сразу приносить второй замечательно это новинка столик обслуживать официант часто бывать группа данный момент мало занятый это явно скорость подача блюдо настроение явно повышаться расчет происходить также быстро свидание выход сказать желание зайти сюда появляться официант масса мужчина рассказывать это фишка суша позволять увеличивать быстрота обслуживание работать действительно работать нужно работать заведение это кухня пока уровень сервис	negative	positive	absence	both	positive
29395	ресторан очень хороший !!! связанный очень трепеиный важный событие ... ресторан будущий муж сделать предложение кстати свадьба неделя отмечать кухня замечательный обслуживание приходиться ждать меню это обычно бывать некоторый ресторан садиться заказывать грузинский блюдо шампанское минута приносить самый вкусный шампанское пить жизнь . .... заказ приходиться ждать очень долго минута нормально кушать кушать никак мочь наслаждаться еда вкусный необычный т первый грузинский ресторан спокойно музыка спокойный восточный ...))) правда помнить живой вроде день вечер это точно знать намечаться какой-то программа очень понравиться !!!! искать ресторан какой-либо важный событие мочь смело идти " тбилисо " !!! понравитсяЯ мочь исбить ... :-))))	positive	positive	absence	positive	positive
11793	являться постоянный посетитель данный заведение год главное хотеться отмечать постоянно высокий качество кухня это немногий место хотеться попробовать весь сразу обязательно рекомендовать попробовать суша ролл обалденное готовить быстро свежий очень вкусный удивительный особенность сеть ресторан ресторан комендантский петроградский уровень сервис кухня оставаться уровень особенно это видно являться постоянный посетитель палка евразия =)) единственный хотеться отмечать негативный зал некурящий бывать холодно открываться входной дверь это мелочь идти туда первый обязательно попробовать мороженое кляр хороший город горячо приходиться бывать приносить холодный .. обслуживание хороший приносить сразу суша суп десерт надеяться качество обслуживание кухня столь высокий все-таки любимый ресторан	both	both	absence	both	both
27629	давно хотеть посещать ресторан т очень любить китайский кухня муж предпочитать японский вроде идеальный вариант собираться долго приходить ночь уставать вечер официантка легкий наркотик слушать внимательно записывать результат минутный ожидание приносить блюдо заказывать отказываться время поздний мочь сказать блюдо китайский кухня японский находить действительно вкусный кухня претензионный вкусный кроме счет включать чаевые это % , обслуживание давать х .. положительный интерьер очень удобный мебель общий заведение пойти	negative	both	negative	negative	negative
32692	день рождение ресторан очень понравиться огромный спасибо официант дмитрий очень вежливый приветливый заказывать салат цезарь паста пицца понравиться дмитрий псоветовать очень вкусный белый вино узнавать праздник подарок получать фруктовый тарелка хотеть отмечать интерьер стильный теплый уютный зайти рекомендовать	positive	positive	absence	positive	positive
10645	заезжать поужинать подруга пара неделя назад столик заказывать сервис ничто негативный сказать быстро подходить улябываться подходить спрашивать нравиться приятно интерьер любитель мило удобно еда хороший вкусно дорого подача плов оригинальный ... лично это понравиться хотя идея плохой девушка явно нравиться лично ожидать боьше блюдо мясо ресторан мангал сторона шашлык каждый вид мясо принцип хватать хотеться необычный увидеть ..	both	positive	positive	both	positive
34045	являться постоянный гость данный кафе недавно сделать ремонт светло уютно кухня очень нравиться часто ходить туда друг отмечать праздник н р день рождение обслуживание высокий уровень персонал работать очень внимательный гость рекомендовать это кафе просто хотеть попить кофе спокойный обстановка хотеть отмечать день рождение какой-то праздник	positive	positive	absence	positive	positive
6366	довольно приятный заведение интерьер симпатичный обслуживание хороший весь вопрос официантка отвечать повод кухня ничто сказать мочь ибо заказывать мороженный спутник оставаться довольный блинчик мясо самый приятный пожалуй это цена интерьер качество блюдо ожидать цена это точно это центр	positive	positive	positive	positive	positive
8411	июнь отмечать санторини свадьба обслуживание очень хороший муж наполнять бокал весь следить официант обслуживание высокий уровень ненавязчивый убирать вовремя единственный заказывать еда съедать абсолютно вкусно еда нехватывать ... выходить человек заказывать специально свадьба съездить ресторан покушать обычный посетитель ценник дороговатый настолько вкусно обслуживание хороший останавливать выбор санторини пожалеть супер гость еда очень понравиться обслуживание отличный место танец пожалуй это хороший выбор мочь сделать спасибо персонал	positive	positive	negative	positive	positive
26284	привет весь москва посещать выходной питер ваш замечательный ресторан понравиться необычно выполнять интерьер хороший обслуживание официантка рекомендация блюдо прекрасный вид окно самый главное очень хороший кухня !!! цена полностью соответствовать качество очень вкусно взгляд редкость питер мало действительно хороший ресторан " BELLINI " следующий питер обязательно спасибо	positive	positive	positive	positive	positive
33082	свадьба ресторан просто великолепно оставаться довольный кухня интерьер обслуживание большой спасибо администрация персонал ресторан идти навстречу пожелание сделать высокий уровень банкетный меню т р очень еда человек получаться еда всякий случай горячий закуска второй блюдо очень хороший	positive	positive	neutral	positive	positive
36381	красиво вкусно обслуживание " уровень " " уровень " оно ориентированный клиент )) приезжать будний день вдвоем покушать ресторан создавать впечатление пустой приглядываться увидеть посетитель обслуживающий персонал явно гость подниматься второй этаж встречать девушка предлагать пара маленький столик захотеть садиться большой стол диван очень хотеться диван )) девушка категоричный сказать : " большой стол большой компания зарезервировать " смешно занятый зарезервировать несколько пустовать мочь садиться нравиться т двое ресторан аншлаг неожиданно случаться полночь ладно занимать место закрытие никто появляться кухня действительно хороший музыка	positive	absence	absence	both	negative
18003	посещать данный заведение случай юбилей папа выбор пасть жить неподалеку гость приезжать город идти куда-то цетры город хотеться итак начинать интерьер данный район вернее месторасполажение приличный место принцип первый впечатление приятный встречать проводить столик официантка просто чудо приветливый внимательный самый главное мера слишком работа выполнять весь переходить кухня заказывать понимать юбилей ужас шок первый восприятие блюдо отличный оформление какой-то находка повар вкус !!!!!!!!!!!!!!!!!!!!!!!!!!! отвратительный юдюдо достаточный смысл хорошоим мясо суховато рыба досолить сказать спиртной напиток винный карта прекрасный качество вино порадовать вообщий идти туда целенаправленно стоить просто мимо проходить решать зайти ради любопытство бояться комментарий хороший	both	absence	absence	both	positive
19677	хотеть оставлять отзыв замечательный кафе отмечать мамин юбилей просто замечательно недовольный оставаться очень понравиться кухня большой порция интересный салат горячее очень сытно вкусно сравнительно небольшой цена очень приятный ненавязчивый обслуживание отдельный спасибо администратор сергей оставаться хороший воспоминание восхитительный торт рекомендовать посещать замечательный кафе отлично подходить проведение небольшой банкет уютно по-домашнему	positive	positive	positive	positive	positive
11388	несколько посещать друг данный ресторан общий очень неплохо интерьер милый мера кухня понравиться последний январь отлично посидеть небольшой компания человек очень понравиться музыкальный коллектив хороший музыка обслуживание претензия встречать проводить столик забронировать заранее VIP зона стоимость руб .). официант заставлять долго ждать очень вежливо обходительный вполне прилично место	positive	positive	absence	positive	positive
28083	посещать ресторан март впечатление оставаться самый замечательный почитать предыдущий отзыв знать казаться это происки конкурент :)) паулайнер первый хороший обслуживание вкусный кухня пиво вообще говорить нечего оно высоко похвала повод столик ... возникать проблема заказ ... вообще заказывать день персонал вежливый никто хамить обсчитывать обслуживать столик девушка мария хотеться сказать большой спасибо очень приветливый девушка стол окрк пепельница частота менять очень приветливый посоянно подходить уточнять нужно что-нибудь время это выглядеть как-то навязчивый горячий приносить минута заказ ожидать оперативность общий впечатление оставаться самый положительный это обязательно приходить сюда ещей	positive	absence	absence	positive	positive
6376	впервые посещать замечательный место первый слово хотеть сказать понравиться понедельник центр думать ресторан должный действительно достойный заполнять день масса рядом стоящий ресторан заказывать парочка блюдо говориться , " понимать фишка " -- это кухня сочетание обслуживание меню придираться -- очень красивый очень вкусно очень разнообразно обслуживать великолепный официантка ход рассказывать состав каждый блюдо представлять меню затем поинтересоваться предпочтение еда посоветовать действительно полный восторг интерьер выдерживать стиль ничто лишний играть приятный музыка среда караоке программа порадовать общий обязательно прийти туда P S блюдо заказывать салат тунец салат лисичка кроличий печень друг нахваливать салат лосось рекомендовать !!!!	positive	positive	absence	positive	positive
